period,respondent,respondent-name,type,type-name,value,value-units
2023-02-24T03,CISO,California Independent System Operator,TI,Total interchange,-3730,megawatthours
2023-02-24T04,CISO,California Independent System Operator,D,Demand,28887,megawatthours
2023-02-24T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,28842,megawatthours
2023-02-24T04,CISO,California Independent System Operator,NG,Net generation,24792,megawatthours
2023-02-24T04,CISO,California Independent System Operator,TI,Total interchange,-3290,megawatthours
2023-02-24T05,CISO,California Independent System Operator,D,Demand,28697,megawatthours
2023-02-24T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,28181,megawatthours
2023-02-24T05,CISO,California Independent System Operator,NG,Net generation,24390,megawatthours
2023-02-24T05,CISO,California Independent System Operator,TI,Total interchange,-2974,megawatthours
2023-02-24T06,CISO,California Independent System Operator,D,Demand,28048,megawatthours
2023-02-24T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27300,megawatthours
2023-02-24T06,CISO,California Independent System Operator,NG,Net generation,23269,megawatthours
2023-02-24T06,CISO,California Independent System Operator,TI,Total interchange,-3390,megawatthours
2023-02-24T07,CISO,California Independent System Operator,D,Demand,27224,megawatthours
2023-02-24T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25711,megawatthours
2023-02-24T07,CISO,California Independent System Operator,NG,Net generation,20572,megawatthours
2023-02-24T07,CISO,California Independent System Operator,TI,Total interchange,-4734,megawatthours
2023-02-24T08,CISO,California Independent System Operator,D,Demand,25843,megawatthours
2023-02-24T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24175,megawatthours
2023-02-24T08,CISO,California Independent System Operator,NG,Net generation,19694,megawatthours
2023-02-24T08,CISO,California Independent System Operator,TI,Total interchange,-4321,megawatthours
2023-02-24T09,CISO,California Independent System Operator,D,Demand,24565,megawatthours
2023-02-24T09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22655,megawatthours
2023-02-24T09,CISO,California Independent System Operator,NG,Net generation,18308,megawatthours
2023-02-24T09,CISO,California Independent System Operator,TI,Total interchange,-4452,megawatthours
2023-02-24T10,CISO,California Independent System Operator,D,Demand,23315,megawatthours
2023-02-24T10,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21978,megawatthours
2023-02-24T10,CISO,California Independent System Operator,NG,Net generation,17552,megawatthours
2023-02-24T10,CISO,California Independent System Operator,TI,Total interchange,-4519,megawatthours
2023-02-24T11,CISO,California Independent System Operator,D,Demand,22547,megawatthours
2023-02-24T11,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21548,megawatthours
2023-02-24T11,CISO,California Independent System Operator,NG,Net generation,17395,megawatthours
2023-02-24T11,CISO,California Independent System Operator,TI,Total interchange,-4258,megawatthours
2023-02-24T12,CISO,California Independent System Operator,D,Demand,22121,megawatthours
2023-02-24T12,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21476,megawatthours
2023-02-24T12,CISO,California Independent System Operator,NG,Net generation,17389,megawatthours
2023-02-24T12,CISO,California Independent System Operator,TI,Total interchange,-4264,megawatthours
2023-02-24T13,CISO,California Independent System Operator,D,Demand,22169,megawatthours
2023-02-24T13,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22021,megawatthours
2023-02-24T13,CISO,California Independent System Operator,NG,Net generation,18470,megawatthours
2023-02-24T13,CISO,California Independent System Operator,TI,Total interchange,-3417,megawatthours
2023-02-24T14,CISO,California Independent System Operator,D,Demand,22331,megawatthours
2023-02-24T14,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23419,megawatthours
2023-02-24T14,CISO,California Independent System Operator,NG,Net generation,20651,megawatthours
2023-02-24T14,CISO,California Independent System Operator,TI,Total interchange,-2600,megawatthours
2023-02-24T15,CISO,California Independent System Operator,D,Demand,23714,megawatthours
2023-02-24T15,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25490,megawatthours
2023-02-24T15,CISO,California Independent System Operator,NG,Net generation,22555,megawatthours
2023-02-24T15,CISO,California Independent System Operator,TI,Total interchange,-2837,megawatthours
2023-02-24T16,CISO,California Independent System Operator,D,Demand,25768,megawatthours
2023-02-24T16,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26598,megawatthours
2023-02-24T16,CISO,California Independent System Operator,NG,Net generation,23474,megawatthours
2023-02-24T16,CISO,California Independent System Operator,TI,Total interchange,-3211,megawatthours
2023-02-24T17,CISO,California Independent System Operator,D,Demand,26655,megawatthours
2023-02-24T17,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26558,megawatthours
2023-02-24T17,CISO,California Independent System Operator,NG,Net generation,23805,megawatthours
2023-02-24T17,CISO,California Independent System Operator,TI,Total interchange,-3507,megawatthours
2023-02-24T18,CISO,California Independent System Operator,D,Demand,26978,megawatthours
2023-02-24T18,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26128,megawatthours
2023-02-24T18,CISO,California Independent System Operator,NG,Net generation,23762,megawatthours
2023-02-24T18,CISO,California Independent System Operator,TI,Total interchange,-3618,megawatthours
2023-02-24T19,CISO,California Independent System Operator,D,Demand,26974,megawatthours
2023-02-24T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25461,megawatthours
2023-02-24T19,CISO,California Independent System Operator,NG,Net generation,24087,megawatthours
2023-02-24T19,CISO,California Independent System Operator,TI,Total interchange,-3788,megawatthours
2023-02-24T20,CISO,California Independent System Operator,D,Demand,27475,megawatthours
2023-02-24T20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24927,megawatthours
2023-02-24T20,CISO,California Independent System Operator,NG,Net generation,24210,megawatthours
2023-02-24T20,CISO,California Independent System Operator,TI,Total interchange,-3518,megawatthours
2023-02-24T21,CISO,California Independent System Operator,D,Demand,27446,megawatthours
2023-02-24T21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24494,megawatthours
2023-02-24T21,CISO,California Independent System Operator,NG,Net generation,24025,megawatthours
2023-02-24T21,CISO,California Independent System Operator,TI,Total interchange,-3531,megawatthours
2023-02-24T22,CISO,California Independent System Operator,D,Demand,27233,megawatthours
2023-02-24T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24294,megawatthours
2023-02-24T22,CISO,California Independent System Operator,NG,Net generation,23035,megawatthours
2023-02-24T22,CISO,California Independent System Operator,TI,Total interchange,-3999,megawatthours
2023-02-24T23,CISO,California Independent System Operator,D,Demand,26710,megawatthours
2023-02-24T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24037,megawatthours
2023-02-24T23,CISO,California Independent System Operator,NG,Net generation,22347,megawatthours
2023-02-24T23,CISO,California Independent System Operator,TI,Total interchange,-4111,megawatthours
2023-02-25T00,CISO,California Independent System Operator,D,Demand,26051,megawatthours
2023-02-25T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24217,megawatthours
2023-02-25T00,CISO,California Independent System Operator,NG,Net generation,21894,megawatthours
2023-02-25T00,CISO,California Independent System Operator,TI,Total interchange,-4555,megawatthours
2023-02-25T01,CISO,California Independent System Operator,D,Demand,26197,megawatthours
2023-02-25T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24992,megawatthours
2023-02-25T01,CISO,California Independent System Operator,NG,Net generation,21942,megawatthours
2023-02-25T01,CISO,California Independent System Operator,TI,Total interchange,-4316,megawatthours
2023-02-25T02,CISO,California Independent System Operator,D,Demand,26484,megawatthours
2023-02-25T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26599,megawatthours
2023-02-25T02,CISO,California Independent System Operator,NG,Net generation,22511,megawatthours
2023-02-25T02,CISO,California Independent System Operator,TI,Total interchange,-4432,megawatthours
2023-02-25T03,CISO,California Independent System Operator,D,Demand,27594,megawatthours
2023-02-25T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27928,megawatthours
2023-02-25T03,CISO,California Independent System Operator,NG,Net generation,23138,megawatthours
2023-02-25T03,CISO,California Independent System Operator,TI,Total interchange,-4588,megawatthours
2023-02-25T04,CISO,California Independent System Operator,D,Demand,28362,megawatthours
2023-02-25T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27582,megawatthours
2023-02-25T04,CISO,California Independent System Operator,NG,Net generation,23084,megawatthours
2023-02-25T04,CISO,California Independent System Operator,TI,Total interchange,-4396,megawatthours
2023-02-25T05,CISO,California Independent System Operator,D,Demand,27997,megawatthours
2023-02-25T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26949,megawatthours
2023-02-25T05,CISO,California Independent System Operator,NG,Net generation,22807,megawatthours
2023-02-25T05,CISO,California Independent System Operator,TI,Total interchange,-3956,megawatthours
2023-02-25T06,CISO,California Independent System Operator,D,Demand,27361,megawatthours
2023-02-25T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26260,megawatthours
2023-02-25T06,CISO,California Independent System Operator,NG,Net generation,21479,megawatthours
2023-02-25T06,CISO,California Independent System Operator,TI,Total interchange,-4049,megawatthours
2023-02-25T07,CISO,California Independent System Operator,D,Demand,26380,megawatthours
2023-02-25T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24886,megawatthours
2023-02-25T07,CISO,California Independent System Operator,NG,Net generation,20459,megawatthours
2023-02-25T07,CISO,California Independent System Operator,TI,Total interchange,-3723,megawatthours
2023-02-25T08,CISO,California Independent System Operator,D,Demand,25072,megawatthours
2023-02-25T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23553,megawatthours
2023-02-25T08,CISO,California Independent System Operator,NG,Net generation,18966,megawatthours
2023-02-25T08,CISO,California Independent System Operator,TI,Total interchange,-3846,megawatthours
2023-02-25T09,CISO,California Independent System Operator,D,Demand,23776,megawatthours
2023-02-25T09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22684,megawatthours
2023-02-25T09,CISO,California Independent System Operator,NG,Net generation,18063,megawatthours
